,,Tier,Name,Level,Effect,Existingeffect,Neweffect,CostRaw,Costcustomizable,,Tier_4
,,7,Super Alloy Frames,23,Vehicle Capacity,110%,115%,23.325Q,22.159Q,,
,,7,Super Alloy Frames,24,Vehicle Capacity,115%,120%,28.645Q,27.213Q,,
,,7,Super Alloy Frames,25,Vehicle Capacity,120%,125%,35.080Q,33.326Q,,
,,7,Super Alloy Frames,26,Vehicle Capacity,125%,130%,43.012Q,40.861Q,,
,,7,Super Alloy Frames,27,Vehicle Capacity,130%,135%,52.742Q,50.105Q,,
,,7,Super Alloy Frames,28,Vehicle Capacity,135%,140%,64.555Q,61.328Q,,
,,7,Super Alloy Frames,29,Vehicle Capacity,140%,145%,79.266Q,75.303Q,,
,,7,Super Alloy Frames,30,Vehicle Capacity,145%,150%,96.845Q,92.003Q,,
,,7,Super Alloy Frames,31,Vehicle Capacity,150%,155%,119.082Q,113.128Q,,
,,7,Super Alloy Frames,32,Vehicle Capacity,155%,160%,145.557Q,138.279Q,,
,,7,Super Alloy Frames,33,Vehicle Capacity,160%,165%,178.824Q,169.883Q,,
,,7,Super Alloy Frames,34,Vehicle Capacity,165%,170%,218.832Q,207.890Q,,
,,7,Super Alloy Frames,35,Vehicle Capacity,170%,175%,268.421Q,255.000Q,,
,,7,Super Alloy Frames,36,Vehicle Capacity,175%,180%,328.886Q,312.441Q,,
,,7,Super Alloy Frames,37,Vehicle Capacity,180%,185%,402.733Q,382.596Q,,
,,7,Super Alloy Frames,38,Vehicle Capacity,185%,190%,494.109Q,469.404Q,,
,,7,Super Alloy Frames,39,Vehicle Capacity,190%,195%,603.979Q,573.780Q,,
,,7,Super Alloy Frames,40,Vehicle Capacity,195%,200%,742.055Q,704.953Q,,
,,7,Super Alloy Frames,41,Vehicle Capacity,200%,205%,906.426Q,861.105Q,,
,,7,Super Alloy Frames,42,Vehicle Capacity,205%,210%,1.114s,1.058s,,
,,7,Super Alloy Frames,43,Vehicle Capacity,210%,215%,1.362s,1.294s,,
,,7,Super Alloy Frames,44,Vehicle Capacity,215%,220%,1.671s,1.588s,,
,,7,Super Alloy Frames,45,Vehicle Capacity,220%,225%,2.046s,1.944s,,
,,7,Super Alloy Frames,46,Vehicle Capacity,225%,230%,2.508s,2.383s,,
,,7,Super Alloy Frames,47,Vehicle Capacity,230%,235%,3.074s,2.920s,,
,,7,Super Alloy Frames,48,Vehicle Capacity,235%,240%,3.759s,3.571s,,
,,7,Super Alloy Frames,49,Vehicle Capacity,240%,245%,4.613s,4.383s,,
,,7,Super Alloy Frames,50,Vehicle Capacity,245%,250%,5.625s,5.344s,,
,,7,Even Bigger Eggs,1,Value Multiplier,1,2,138.942q,131.995q,,
,,7,Even Bigger Eggs,2,Value Multiplier,2,4,17.311Q,16.445Q,,
,,7,Even Bigger Eggs,3,Value Multiplier,4,8,2.117s,2.011s,,
,,7,Even Bigger Eggs,4,Value Multiplier,8,16,251.029s,238.478s,,
,,7,Even Bigger Eggs,5,Value Multiplier,16,32,27.154S,25.796S,,
,,7,Internal Hatchery Expansion,1,Internal Hatchery Rate,0,25,3.097q,2.943q,,
,,7,Internal Hatchery Expansion,2,Internal Hatchery Rate,25,50,5.616q,5.335q,,
,,7,Internal Hatchery Expansion,3,Internal Hatchery Rate,50,75,10.122q,9.616q,,
,,7,Internal Hatchery Expansion,4,Internal Hatchery Rate,75,100,18.289q,17.375q,,
,,7,Internal Hatchery Expansion,5,Internal Hatchery Rate,100,125,33.012q,31.361q,,
,,7,Internal Hatchery Expansion,6,Internal Hatchery Rate,125,150,59.416q,56.445q,,
,,7,Internal Hatchery Expansion,7,Internal Hatchery Rate,150,175,107.413q,102.043q,,
,,7,Internal Hatchery Expansion,8,Internal Hatchery Rate,175,200,193.139q,183.483q,,
,,7,Internal Hatchery Expansion,9,Internal Hatchery Rate,200,225,348.684q,331.250q,,
,,7,Internal Hatchery Expansion,10,Internal Hatchery Rate,225,250,627.822q,596.431q,,
,,7,Internal Hatchery Expansion,11,Internal Hatchery Rate,250,275,1.130Q,1.073Q,,
,,7,Internal Hatchery Expansion,12,Internal Hatchery Rate,275,300,2.037Q,1.935Q,,
,,7,Internal Hatchery Expansion,13,Internal Hatchery Rate,300,325,3.654Q,3.471Q,,
,,7,Internal Hatchery Expansion,14,Internal Hatchery Rate,325,350,6.595Q,6.265Q,,
,,7,Internal Hatchery Expansion,15,Internal Hatchery Rate,350,375,11.847Q,11.255Q,,
,,7,Internal Hatchery Expansion,16,Internal Hatchery Rate,375,400,21.309Q,20.244Q,,
,,7,Internal Hatchery Expansion,17,Internal Hatchery Rate,400,425,38.341Q,36.424Q,,
,,7,Internal Hatchery Expansion,18,Internal Hatchery Rate,425,450,68.721Q,65.285Q,,
,,7,Internal Hatchery Expansion,19,Internal Hatchery Rate,450,475,123.867Q,117.674Q,,
,,7,Internal Hatchery Expansion,20,Internal Hatchery Rate,475,500,222.075Q,210.971Q,,
,,7,Internal Hatchery Expansion,21,Internal Hatchery Rate,500,525,399.446Q,379.474Q,,
,,7,Internal Hatchery Expansion,22,Internal Hatchery Rate,525,550,717.254Q,681.391Q,,
,,7,Internal Hatchery Expansion,23,Internal Hatchery Rate,550,575,1.286s,1.221s,,
,,7,Internal Hatchery Expansion,24,Internal Hatchery Rate,575,600,2.313s,2.198s,,
,,7,Internal Hatchery Expansion,25,Internal Hatchery Rate,600,625,4.139s,3.933s,,
,,7,Internal Hatchery Expansion,26,Internal Hatchery Rate,625,650,7.446s,7.074s,,
,,7,Internal Hatchery Expansion,27,Internal Hatchery Rate,650,675,13.345s,12.678s,,
,,7,Internal Hatchery Expansion,28,Internal Hatchery Rate,675,700,23.828s,22.636s,,
,,7,Internal Hatchery Expansion,29,Internal Hatchery Rate,700,725,42.439s,4.03167E+22,,
,,7,Internal Hatchery Expansion,30,Internal Hatchery Rate,725,750,75.075s,71320833333333300000000.000,,
,,8,Quantum Egg Storage,1,Vehicle Capacity,0%,5%,127.553Q,121.175Q,,TOP
,,8,Quantum Egg Storage,2,Vehicle Capacity,5%,10%,331.457Q,314.884Q,,
,,8,Quantum Egg Storage,3,Vehicle Capacity,10%,15%,856.255Q,813.443Q,,
,,8,Quantum Egg Storage,4,Vehicle Capacity,15%,20%,2.217s,2.106s,,
,,8,Quantum Egg Storage,5,Vehicle Capacity,20%,25%,5.696s,5.411s,,
,,8,Quantum Egg Storage,6,Vehicle Capacity,25%,30%,14.475s,13.751s,,
,,8,Quantum Egg Storage,7,Vehicle Capacity,30%,35%,36.781s,3.49417E+22,,
,,8,Quantum Egg Storage,8,Vehicle Capacity,35%,40%,92.860s,88216666666666700000000.000,,
,,8,Quantum Egg Storage,9,Vehicle Capacity,40%,45%,235.632s,2.2385E+23,,
,,8,Quantum Egg Storage,10,Vehicle Capacity,45%,50%,595.461s,565687500000000000000000.000,,
,,8,Quantum Egg Storage,11,Vehicle Capacity,50%,55%,1.507S,1.43145E+24,,
,,8,Quantum Egg Storage,12,Vehicle Capacity,55%,60%,3.815S,3623779166666670000000000.000,,
,,8,Quantum Egg Storage,13,Vehicle Capacity,60%,65%,9.627S,9.14583E+24,,
,,8,Quantum Egg Storage,14,Vehicle Capacity,65%,70%,,,,
,,8,Quantum Egg Storage,15,Vehicle Capacity,70%,75%,,,,
,,8,Quantum Egg Storage,16,Vehicle Capacity,75%,80%,,,,
,,8,Quantum Egg Storage,17,Vehicle Capacity,80%,85%,,,,
,,8,Quantum Egg Storage,18,Vehicle Capacity,85%,90%,,,,
,,8,Quantum Egg Storage,19,Vehicle Capacity,90%,95%,,,,
,,8,Quantum Egg Storage,20,Vehicle Capacity,95%,100%,6.376O,6.057O,,
,,8,Genetic Purification,1,Value Increase,0%,10%,226.084q,214.780q,,
,,8,Genetic Purification,2,Value Increase,10%,20%,298.070q,283.166q,,
,,8,Genetic Purification,3,Value Increase,20%,30%,392.058q,372.455q,,
,,8,Genetic Purification,4,Value Increase,30%,40%,514.624q,488.893q,,
,,8,Genetic Purification,5,Value Increase,40%,50%,675.357q,641.589q,,
,,8,Genetic Purification,6,Value Increase,50%,60%,889.757q,845.269q,,
,,8,Genetic Purification,7,Value Increase,60%,70%,1.170Q,1.111Q,,
,,8,Genetic Purification,8,Value Increase,70%,80%,1.534Q,1.458Q,,
,,8,Genetic Purification,9,Value Increase,80%,90%,2.016Q,1.915Q,,
,,8,Genetic Purification,10,Value Increase,90%,100%,2.653Q,2.520Q,,
,,8,Genetic Purification,11,Value Increase,100%,110%,3.486Q,3.311Q,,
,,8,Genetic Purification,12,Value Increase,110%,120%,4.570Q,4.341Q,,
,,8,Genetic Purification,13,Value Increase,120%,130%,6.007Q,5.706Q,,
,,8,Genetic Purification,14,Value Increase,130%,140%,7.904Q,7.509Q,,
,,8,Genetic Purification,15,Value Increase,140%,150%,10.376Q,9.858Q,,
,,8,Genetic Purification,16,Value Increase,150%,160%,13.597Q,12.918Q,,
,,8,Genetic Purification,17,Value Increase,160%,170%,17.888Q,16.994Q,,
,,8,Genetic Purification,18,Value Increase,170%,180%,23.521Q,22.345Q,,
,,8,Genetic Purification,19,Value Increase,180%,190%,30.861Q,29.318Q,,
,,8,Genetic Purification,20,Value Increase,190%,200%,40.421Q,38.400Q,,
,,8,Genetic Purification,21,Value Increase,200%,210%,53.222Q,50.561Q,,
,,8,Genetic Purification,22,Value Increase,210%,220%,69.936Q,66.439Q,,
,,8,Genetic Purification,23,Value Increase,220%,230%,91.708Q,87.123Q,,
,,8,Genetic Purification,24,Value Increase,230%,240%,120.200Q,114.190Q,,
,,8,Genetic Purification,25,Value Increase,240%,250%,158.209Q,150.299Q,,
,,8,Genetic Purification,26,Value Increase,250%,260%,207.764Q,197.376Q,,
,,8,Genetic Purification,27,Value Increase,260%,270%,272.307Q,258.691Q,,
,,8,Genetic Purification,28,Value Increase,270%,280%,357.236Q,339.374Q,,
,,8,Genetic Purification,29,Value Increase,280%,290%,469.903Q,446.408Q,,
,,8,Genetic Purification,30,Value Increase,290%,300%,616.734Q,585.898Q,,
,,8,Genetic Purification,31,Value Increase,300%,310%,807.916Q,767.520Q,,
,,8,Genetic Purification,32,Value Increase,310%,320%,1.061s,1.008s,,
,,8,Genetic Purification,33,Value Increase,320%,330%,1.395s,1.325s,,
,,8,Genetic Purification,34,Value Increase,330%,340%,1.829s,1.738s,,
,,8,Genetic Purification,35,Value Increase,340%,350%,2.395s,2.275s,,
,,8,Genetic Purification,36,Value Increase,350%,360%,3.147s,2.990s,,
,,8,Genetic Purification,37,Value Increase,360%,370%,4.136s,3.929s,,
,,8,Genetic Purification,38,Value Increase,370%,380%,5.421s,5.150s,,
,,8,Genetic Purification,39,Value Increase,380%,390%,7.086s,6.731s,,
,,8,Genetic Purification,40,Value Increase,390%,400%,9.296s,8.831s,,
,,8,Genetic Purification,41,Value Increase,400%,410%,12.166s,11.558s,,
,,8,Genetic Purification,42,Value Increase,410%,420%,15.882s,15087500000000000000000.000,,
,,8,Genetic Purification,43,Value Increase,420%,430%,20.702s,1.96667E+22,,
,,8,Genetic Purification,44,Value Increase,430%,440%,27.096s,25741666666666700000000.000,,
,,8,Genetic Purification,45,Value Increase,440%,450%,35.377s,3.36083E+22,,
,,8,Genetic Purification,46,Value Increase,450%,460%,46.096s,43791666666666700000000.000,,
,,8,Genetic Purification,47,Value Increase,460%,470%,60.088s,5.70833E+22,,
,,8,Genetic Purification,48,Value Increase,470%,480%,78.553s,74625000000000000000000.000,,
,,8,Genetic Purification,49,Value Increase,480%,490%,102.461s,9.73375E+22,,
,,8,Genetic Purification,50,Value Increase,490%,500%,133.390s,126720833333333000000000.000,,
,,8,Genetic Purification,51,Value Increase,500%,510%,174.004s,1.65304E+23,,
,,8,Genetic Purification,52,Value Increase,510%,520%,227.307s,215941666666667000000000.000,,
,,8,Genetic Purification,53,Value Increase,520%,530%,296.316s,2.815E+23,,
,,8,Genetic Purification,54,Value Increase,530%,540%,385.583s,366304166666667000000000.000,,
,,8,Genetic Purification,55,Value Increase,540%,550%,,,,
,,8,Genetic Purification,56,Value Increase,550%,560%,,,,
,,8,Genetic Purification,57,Value Increase,560%,570%,,,,
,,8,Genetic Purification,58,Value Increase,570%,580%,,,,
,,8,Genetic Purification,59,Value Increase,580%,590%,,,,
,,8,Genetic Purification,60,Value Increase,590%,600%,,,,
,,8,Genetic Purification,61,Value Increase,600%,610%,,,,
,,8,Genetic Purification,62,Value Increase,610%,620%,,,,
,,8,Genetic Purification,63,Value Increase,620%,630%,,,,
,,8,Genetic Purification,64,Value Increase,630%,640%,,,,
,,8,Genetic Purification,65,Value Increase,640%,650%,,,,
,,8,Genetic Purification,66,Value Increase,650%,660%,,,,
,,8,Genetic Purification,67,Value Increase,660%,670%,,,,
,,8,Genetic Purification,68,Value Increase,670%,680%,,,,
,,8,Genetic Purification,69,Value Increase,680%,690%,,,,
,,8,Genetic Purification,70,Value Increase,690%,700%,,,,
,,8,Genetic Purification,71,Value Increase,700%,710%,,,,
,,8,Genetic Purification,72,Value Increase,710%,720%,,,,
,,8,Genetic Purification,73,Value Increase,720%,730%,,,,
,,8,Genetic Purification,74,Value Increase,730%,740%,,,,
,,8,Genetic Purification,75,Value Increase,740%,750%,,,,
,,8,Genetic Purification,76,Value Increase,750%,760%,,,,
,,8,Genetic Purification,77,Value Increase,760%,770%,,,,
,,8,Genetic Purification,78,Value Increase,770%,780%,,,,
,,8,Genetic Purification,79,Value Increase,780%,790%,,,,
,,8,Genetic Purification,80,Value Increase,790%,800%,,,,
,,8,Genetic Purification,81,Value Increase,800%,810%,,,,
,,8,Genetic Purification,82,Value Increase,810%,820%,,,,
,,8,Genetic Purification,83,Value Increase,820%,830%,,,,
,,8,Genetic Purification,84,Value Increase,830%,840%,,,,
,,8,Genetic Purification,85,Value Increase,840%,850%,,,,
,,8,Genetic Purification,86,Value Increase,850%,860%,,,,
,,8,Genetic Purification,87,Value Increase,860%,870%,,,,
,,8,Genetic Purification,88,Value Increase,870%,880%,,,,
,,8,Genetic Purification,89,Value Increase,880%,890%,,,,
,,8,Genetic Purification,90,Value Increase,890%,900%,,,,
,,8,Genetic Purification,91,Value Increase,900%,910%,,,,
,,8,Genetic Purification,92,Value Increase,910%,920%,,,,
,,8,Genetic Purification,93,Value Increase,920%,930%,,,,
,,8,Genetic Purification,94,Value Increase,930%,940%,,,,
,,8,Genetic Purification,95,Value Increase,940%,950%,,,,
,,8,Genetic Purification,96,Value Increase,950%,960%,,,,
,,8,Genetic Purification,97,Value Increase,960%,970%,,,,
,,8,Genetic Purification,98,Value Increase,970%,980%,,,,
,,8,Genetic Purification,99,Value Increase,980%,990%,,,,
,,8,Genetic Purification,100,Value Increase,990%,1000%,,,,
,,8,Machine Learning Incubators,1,Internal Hatchery Rate,0,5,50.572Q,48.044Q,,
,,8,Machine Learning Incubators,2,Internal Hatchery Rate,5,10,54.914Q,52.169Q,,
,,8,Machine Learning Incubators,3,Internal Hatchery Rate,10,15,59.563Q,56.585Q,,
,,8,Machine Learning Incubators,4,Internal Hatchery Rate,15,20,64.522Q,61.296Q,,
,,8,Machine Learning Incubators,5,Internal Hatchery Rate,20,25,69.789Q,66.300Q,,
,,8,Machine Learning Incubators,6,Internal Hatchery Rate,25,30,75.549Q,71.771Q,,
,,8,Machine Learning Incubators,7,Internal Hatchery Rate,30,35,82.000Q,77.900Q,,
,,8,Machine Learning Incubators,8,Internal Hatchery Rate,35,40,88.899Q,84.454Q,,
,,8,Machine Learning Incubators,9,Internal Hatchery Rate,40,45,96.243Q,91.431Q,,
,,8,Machine Learning Incubators,10,Internal Hatchery Rate,45,50,104.034Q,98.833Q,,
,,8,Machine Learning Incubators,11,Internal Hatchery Rate,50,55,112.832Q,107.190Q,,
,,8,Machine Learning Incubators,12,Internal Hatchery Rate,55,60,122.413Q,116.293Q,,
,,8,Machine Learning Incubators,13,Internal Hatchery Rate,60,65,132.641Q,126.009Q,,
,,8,Machine Learning Incubators,14,Internal Hatchery Rate,65,70,143.512Q,136.336Q,,
,,8,Machine Learning Incubators,15,Internal Hatchery Rate,70,75,155.187Q,147.428Q,,
,,8,Machine Learning Incubators,16,Internal Hatchery Rate,75,80,168.472Q,160.049Q,,
,,8,Machine Learning Incubators,17,Internal Hatchery Rate,80,85,182.691Q,173.556Q,,
,,8,Machine Learning Incubators,18,Internal Hatchery Rate,85,90,197.841Q,187.949Q,,
,,8,Machine Learning Incubators,19,Internal Hatchery Rate,90,95,213.922Q,203.226Q,,
,,8,Machine Learning Incubators,20,Internal Hatchery Rate,95,100,231.750Q,220.163Q,,
,,8,Machine Learning Incubators,21,Internal Hatchery Rate,100,105,251.484Q,238.910Q,,
,,8,Machine Learning Incubators,22,Internal Hatchery Rate,105,110,272.566Q,258.938Q,,
,,8,Machine Learning Incubators,23,Internal Hatchery Rate,110,115,294.993Q,280.244Q,,
,,8,Machine Learning Incubators,24,Internal Hatchery Rate,115,120,318.770Q,302.831Q,,
,,8,Machine Learning Incubators,25,Internal Hatchery Rate,120,125,346.004Q,328.704Q,,
,,8,Machine Learning Incubators,26,Internal Hatchery Rate,125,130,375.292Q,356.528Q,,
,,8,Machine Learning Incubators,27,Internal Hatchery Rate,130,135,406.528Q,386.201Q,,
,,8,Machine Learning Incubators,28,Internal Hatchery Rate,135,140,439.711Q,417.725Q,,
,,8,Machine Learning Incubators,29,Internal Hatchery Rate,140,145,475.830Q,452.039Q,,
,,8,Machine Learning Incubators,30,Internal Hatchery Rate,145,150,516.451Q,490.629Q,,
,,8,Machine Learning Incubators,31,Internal Hatchery Rate,150,155,559.888Q,531.894Q,,
,,8,Machine Learning Incubators,32,Internal Hatchery Rate,155,160,606.138Q,575.831Q,,
,,8,Machine Learning Incubators,33,Internal Hatchery Rate,160,165,655.204Q,622.444Q,,
,,8,Machine Learning Incubators,34,Internal Hatchery Rate,165,170,710.355Q,674.838Q,,
,,8,Machine Learning Incubators,35,Internal Hatchery Rate,170,175,770.658Q,732.125Q,,
,,8,Machine Learning Incubators,36,Internal Hatchery Rate,175,180,835.029Q,793.278Q,,
,,8,Machine Learning Incubators,37,Internal Hatchery Rate,180,185,903.467Q,858.294Q,,
,,8,Machine Learning Incubators,38,Internal Hatchery Rate,185,190,976.639Q,927.808Q,,
,,8,Machine Learning Incubators,39,Internal Hatchery Rate,190,195,1.060s,1.007s,,
,,8,Machine Learning Incubators,40,Internal Hatchery Rate,195,200,1.150s,1.092s,,
,,8,Machine Learning Incubators,41,Internal Hatchery Rate,200,205,1.245s,1.183s,,
,,8,Machine Learning Incubators,42,Internal Hatchery Rate,205,210,1.346s,1.279s,,
,,8,Machine Learning Incubators,43,Internal Hatchery Rate,210,215,1.458s,1.38498E+21,,
,,8,Machine Learning Incubators,44,Internal Hatchery Rate,215,220,1.582s,1502875000000000000000.000,,
,,8,Machine Learning Incubators,45,Internal Hatchery Rate,220,225,1.715s,1.62884E+21,,
,,8,Machine Learning Incubators,46,Internal Hatchery Rate,225,230,1.856s,1762866666666670000000.000,,
,,8,Machine Learning Incubators,47,Internal Hatchery Rate,230,235,2.005s,1.90497E+21,,
,,8,Machine Learning Incubators,48,Internal Hatchery Rate,235,240,2.176s,2066954166666670000000.000,,
,,8,Machine Learning Incubators,49,Internal Hatchery Rate,240,245,2.360s,2.24188E+21,,
,,8,Machine Learning Incubators,50,Internal Hatchery Rate,245,250,2.556s,2428454166666670000000.000,,
,,8,Machine Learning Incubators,51,Internal Hatchery Rate,250,255,2.765s,2.62669E+21,,
,,8,Machine Learning Incubators,52,Internal Hatchery Rate,255,260,2.991s,2841458333333330000000.000,,
,,8,Machine Learning Incubators,53,Internal Hatchery Rate,260,265,3.246s,3.08353E+21,,
,,8,Machine Learning Incubators,54,Internal Hatchery Rate,265,270,3.518s,3341883333333330000000.000,,
,,8,Machine Learning Incubators,55,Internal Hatchery Rate,270,275,3.807s,3.61653E+21,,
,,8,Machine Learning Incubators,56,Internal Hatchery Rate,275,280,4.113s,3907479166666670000000.000,,
,,8,Machine Learning Incubators,57,Internal Hatchery Rate,280,285,4.456s,4.23333E+21,,
,,8,Machine Learning Incubators,58,Internal Hatchery Rate,285,290,4.829s,4587500000000000000000.000,,
,,8,Machine Learning Incubators,59,Internal Hatchery Rate,290,295,5.228s,4.96667E+21,,
,,8,Machine Learning Incubators,60,Internal Hatchery Rate,295,300,5.654s,5370833333333330000000.000,,
,,8,Machine Learning Incubators,61,Internal Hatchery Rate,300,305,6.105s,5.8E+21,,
,,8,Machine Learning Incubators,62,Internal Hatchery Rate,305,310,6.618s,6287500000000000000000.000,,
,,8,Machine Learning Incubators,63,Internal Hatchery Rate,310,315,7.171s,6.8125E+21,,
,,8,Machine Learning Incubators,64,Internal Hatchery Rate,315,320,7.754s,7366666666666670000000.000,,
,,8,Machine Learning Incubators,65,Internal Hatchery Rate,320,325,8.377s,7.95833E+21,,
,,8,Machine Learning Incubators,66,Internal Hatchery Rate,325,330,9.057s,8604166666666670000000.000,,
,,8,Machine Learning Incubators,67,Internal Hatchery Rate,330,335,9.816s,9.325E+21,,
,,8,Machine Learning Incubators,68,Internal Hatchery Rate,335,340,10.627s,10095833333333300000000.000,,
,,8,Machine Learning Incubators,69,Internal Hatchery Rate,340,345,11.487s,1.09125E+22,,
,,8,Machine Learning Incubators,70,Internal Hatchery Rate,345,350,12.395s,11775000000000000000000.000,,
,,8,Machine Learning Incubators,71,Internal Hatchery Rate,350,355,13.425s,1.27542E+22,,
,,8,Machine Learning Incubators,72,Internal Hatchery Rate,355,360,,,,
,,8,Machine Learning Incubators,73,Internal Hatchery Rate,360,365,,,,
,,8,Machine Learning Incubators,74,Internal Hatchery Rate,365,370,,,,
,,8,Machine Learning Incubators,75,Internal Hatchery Rate,370,375,,,,
,,8,Machine Learning Incubators,76,Internal Hatchery Rate,375,380,,,,
,,8,Machine Learning Incubators,77,Internal Hatchery Rate,380,385,,,,
,,8,Machine Learning Incubators,78,Internal Hatchery Rate,385,390,,,,
,,8,Machine Learning Incubators,79,Internal Hatchery Rate,390,395,,,,
,,8,Machine Learning Incubators,80,Internal Hatchery Rate,395,400,,,,
,,8,Machine Learning Incubators,81,Internal Hatchery Rate,400,405,,,,
,,8,Machine Learning Incubators,82,Internal Hatchery Rate,405,410,,,,
,,8,Machine Learning Incubators,83,Internal Hatchery Rate,410,415,,,,
,,8,Machine Learning Incubators,84,Internal Hatchery Rate,415,420,,,,
,,8,Machine Learning Incubators,85,Internal Hatchery Rate,420,425,,,,
,,8,Machine Learning Incubators,86,Internal Hatchery Rate,425,430,,,,
,,8,Machine Learning Incubators,87,Internal Hatchery Rate,430,435,,,,
,,8,Machine Learning Incubators,88,Internal Hatchery Rate,435,440,,,,
,,8,Machine Learning Incubators,89,Internal Hatchery Rate,440,445,,,,
,,8,Machine Learning Incubators,90,Internal Hatchery Rate,445,450,,,,
,,8,Machine Learning Incubators,91,Internal Hatchery Rate,450,455,,,,
,,8,Machine Learning Incubators,92,Internal Hatchery Rate,455,460,,,,
,,8,Machine Learning Incubators,93,Internal Hatchery Rate,460,465,,,,
,,8,Machine Learning Incubators,94,Internal Hatchery Rate,465,470,,,,
,,8,Machine Learning Incubators,95,Internal Hatchery Rate,470,475,,,,
,,8,Machine Learning Incubators,96,Internal Hatchery Rate,475,480,,,,
,,8,Machine Learning Incubators,97,Internal Hatchery Rate,480,485,,,,
,,8,Machine Learning Incubators,98,Internal Hatchery Rate,485,490,,,,
,,8,Machine Learning Incubators,99,Internal Hatchery Rate,490,495,,,,
,,8,Machine Learning Incubators,100,Internal Hatchery Rate,495,500,,,,
,,8,Machine Learning Incubators,101,Internal Hatchery Rate,500,505,,,,
,,8,Machine Learning Incubators,102,Internal Hatchery Rate,505,510,,,,
,,8,Machine Learning Incubators,103,Internal Hatchery Rate,510,515,,,,
,,8,Machine Learning Incubators,104,Internal Hatchery Rate,515,520,,,,
,,8,Machine Learning Incubators,105,Internal Hatchery Rate,520,525,,,,
,,8,Machine Learning Incubators,106,Internal Hatchery Rate,525,530,,,,
,,8,Machine Learning Incubators,107,Internal Hatchery Rate,530,535,,,,
,,8,Machine Learning Incubators,108,Internal Hatchery Rate,535,540,,,,
,,8,Machine Learning Incubators,109,Internal Hatchery Rate,540,545,,,,
,,8,Machine Learning Incubators,110,Internal Hatchery Rate,545,550,,,,
,,8,Machine Learning Incubators,111,Internal Hatchery Rate,550,555,,,,
,,8,Machine Learning Incubators,112,Internal Hatchery Rate,555,560,,,,
,,8,Machine Learning Incubators,113,Internal Hatchery Rate,560,565,,,,
,,8,Machine Learning Incubators,114,Internal Hatchery Rate,565,570,,,,
,,8,Machine Learning Incubators,115,Internal Hatchery Rate,570,575,,,,
,,8,Machine Learning Incubators,116,Internal Hatchery Rate,575,580,,,,
,,8,Machine Learning Incubators,117,Internal Hatchery Rate,580,585,,,,
,,8,Machine Learning Incubators,118,Internal Hatchery Rate,585,590,,,,
,,8,Machine Learning Incubators,119,Internal Hatchery Rate,590,595,,,,
,,8,Machine Learning Incubators,120,Internal Hatchery Rate,595,600,,,,
,,8,Machine Learning Incubators,121,Internal Hatchery Rate,600,605,,,,
,,8,Machine Learning Incubators,122,Internal Hatchery Rate,605,610,,,,
,,8,Machine Learning Incubators,123,Internal Hatchery Rate,610,615,,,,
,,8,Machine Learning Incubators,124,Internal Hatchery Rate,615,620,,,,
,,8,Machine Learning Incubators,125,Internal Hatchery Rate,620,625,,,,
,,8,Machine Learning Incubators,126,Internal Hatchery Rate,625,630,,,,
,,8,Machine Learning Incubators,127,Internal Hatchery Rate,630,635,,,,
,,8,Machine Learning Incubators,128,Internal Hatchery Rate,635,640,,,,
,,8,Machine Learning Incubators,129,Internal Hatchery Rate,640,645,,,,
,,8,Machine Learning Incubators,130,Internal Hatchery Rate,645,650,,,,
,,8,Machine Learning Incubators,131,Internal Hatchery Rate,650,655,,,,
,,8,Machine Learning Incubators,132,Internal Hatchery Rate,655,660,,,,
,,8,Machine Learning Incubators,133,Internal Hatchery Rate,660,665,,,,
,,8,Machine Learning Incubators,134,Internal Hatchery Rate,665,670,,,,
,,8,Machine Learning Incubators,135,Internal Hatchery Rate,670,675,,,,
,,8,Machine Learning Incubators,136,Internal Hatchery Rate,675,680,,,,
,,8,Machine Learning Incubators,137,Internal Hatchery Rate,680,685,,,,
,,8,Machine Learning Incubators,138,Internal Hatchery Rate,685,690,,,,
,,8,Machine Learning Incubators,139,Internal Hatchery Rate,690,695,,,,
,,8,Machine Learning Incubators,140,Internal Hatchery Rate,695,700,,,,
,,8,Machine Learning Incubators,141,Internal Hatchery Rate,700,705,,,,
,,8,Machine Learning Incubators,142,Internal Hatchery Rate,705,710,,,,
,,8,Machine Learning Incubators,143,Internal Hatchery Rate,710,715,,,,
,,8,Machine Learning Incubators,144,Internal Hatchery Rate,715,720,,,,
,,8,Machine Learning Incubators,145,Internal Hatchery Rate,720,725,,,,
,,8,Machine Learning Incubators,146,Internal Hatchery Rate,725,730,,,,
,,8,Machine Learning Incubators,147,Internal Hatchery Rate,730,735,,,,
,,8,Machine Learning Incubators,148,Internal Hatchery Rate,735,740,,,,
,,8,Machine Learning Incubators,149,Internal Hatchery Rate,740,745,,,,
,,8,Machine Learning Incubators,150,Internal Hatchery Rate,745,750,,,,
,,8,Machine Learning Incubators,151,Internal Hatchery Rate,750,755,,,,
,,8,Machine Learning Incubators,152,Internal Hatchery Rate,755,760,,,,
,,8,Machine Learning Incubators,153,Internal Hatchery Rate,760,765,,,,
,,8,Machine Learning Incubators,154,Internal Hatchery Rate,765,770,,,,
,,8,Machine Learning Incubators,155,Internal Hatchery Rate,770,775,,,,
,,8,Machine Learning Incubators,156,Internal Hatchery Rate,775,780,,,,
,,8,Machine Learning Incubators,157,Internal Hatchery Rate,780,785,,,,
